Name,Description,NumberOfCheckboxes,NumberAlreadyCompleted,SectionID,GameID,ListOrder,LongDescription,Hidden
Orange Poppy Wild,Poppy ~ Wild ~ Late Spring,1,0,28,2,27,,
Orange Tulip Exotic,Tulip ~ Exotic ~ Late Spring,1,1,28,2,28,,
Orange Tulip Hybrid,Tulip ~ Hybrid ~ Late Spring,1,1,28,2,29,,
Orange Tulip Wild,Tulip ~ Wild ~ Late Spring,1,1,28,2,30,,
Peach Aster Exotic,Aster ~ Exotic ~ Early Summer,1,0,29,2,1,,
Peach Aster Hybrid,Aster ~ Hybrid ~ Early Summer,1,0,29,2,2,,
Peach Aster Wild,Aster ~ Wild ~ Early Summer,1,0,29,2,3,,
Peach Azalea Exotic,Azalea ~ Exotic ~ Early Summer,1,0,29,2,4,,
Peach Azalea Hybrid,Azalea ~ Hybrid ~ Early Summer,1,0,29,2,5,,
Peach Azalea Wild,Azalea ~ Wild ~ Early Summer,1,0,29,2,6,,
Peach Beebalm Exotic,Beebalm ~ Exotic ~ Early Summer,1,0,29,2,7,,
Peach Beebalm Hybrid,Beebalm ~ Hybrid ~ Early Summer,1,0,29,2,8,,
Peach Beebalm Wild,Beebalm ~ Wild ~ Early Summer,1,0,29,2,9,,
Peach Coneflower Exotic,Coneflower ~ Exotic ~ Early Summer,1,0,29,2,10,,
Peach Coneflower Hybrid,Coneflower ~ Hybrid ~ Early Summer,1,1,29,2,11,,
Peach Coneflower Wild,Coneflower ~ Wild ~ Early Summer,1,1,29,2,12,,
Peach Dahlia Exotic,Dahlia ~ Exotic ~ Early Summer,1,0,29,2,13,,
Peach Dahlia Hybrid,Dahlia ~ Hybrid ~ Early Summer,1,0,29,2,14,,
Peach Dahlia Wild,Dahlia ~ Wild ~ Early Summer,1,1,29,2,15,,
Peach Iris Exotic,Iris ~ Exotic ~ Early Summer,1,1,29,2,16,,
Peach Iris Hybrid,Iris ~ Hybrid ~ Early Summer,1,1,29,2,17,,
Peach Iris Wild,Iris ~ Wild ~ Early Summer,1,1,29,2,18,,
Peach Lilac Exotic,Lilac ~ Exotic ~ Early Summer,1,0,29,2,19,,
Peach Lilac Hybrid,Lilac ~ Hybrid ~ Early Summer,1,0,29,2,20,,
Peach Lilac Wild,Lilac ~ Wild ~ Early Summer,1,1,29,2,21,,
Peach Lupine Exotic,Lupine ~ Exotic ~ Early Summer,1,0,29,2,22,,
Peach Lupine Hybrid,Lupine ~ Hybrid ~ Early Summer,1,0,29,2,23,,
Peach Lupine Wild,Lupine ~ Wild ~ Early Summer,1,0,29,2,24,,
Peach Poppy Exotic,Poppy ~ Exotic ~ Early Summer,1,1,29,2,25,,
Peach Poppy Hybrid,Poppy ~ Hybrid ~ Early Summer,1,1,29,2,26,,
Peach Poppy Wild,Poppy ~ Wild ~ Early Summer,1,1,29,2,27,,
Peach Tulip Exotic,Tulip ~ Exotic ~ Early Summer,1,1,29,2,28,,
Peach Tulip Hybrid,Tulip ~ Hybrid ~ Early Summer,1,1,29,2,29,,
Peach Tulip Wild,Tulip ~ Wild ~ Early Summer,1,1,29,2,30,,
Pink Aster Exotic,Aster ~ Exotic ~ Late Summer,1,0,30,2,1,,
Pink Aster Hybrid,Aster ~ Hybrid ~ Late Summer,1,1,30,2,2,,
Pink Aster Wild,Aster ~ Wild ~ Late Summer,1,1,30,2,3,,
Pink Azalea Exotic,Azalea ~ Exotic ~ Late Summer,1,0,30,2,4,,
Pink Azalea Hybrid,Azalea ~ Hybrid ~ Late Summer,1,1,30,2,5,,
Pink Azalea Wild,Azalea ~ Wild ~ Late Summer,1,0,30,2,6,,
Pink Beebalm Exotic,Beebalm ~ Exotic ~ Late Summer,1,1,30,2,7,,
Pink Beebalm Hybrid,Beebalm ~ Hybrid ~ Late Summer,1,1,30,2,8,,
Pink Beebalm Wild,Beebalm ~ Wild ~ Late Summer,1,1,30,2,9,,
Pink Coneflower Exotic,Coneflower ~ Exotic ~ Late Summer,1,1,30,2,10,,
Pink Coneflower Hybrid,Coneflower ~ Hybrid ~ Late Summer,1,1,30,2,11,,
Pink Coneflower Wild,Coneflower ~ Wild ~ Late Summer,1,1,30,2,12,,
Pink Dahlia Exotic,Dahlia ~ Exotic ~ Late Summer,1,1,30,2,13,,
Pink Dahlia Wild,Dahlia ~ Wild ~ Late Summer,1,1,30,2,14,,
Pink Dhalia Hybrid,Dahlia ~ Hybrid ~ Late Summer,1,1,30,2,15,,
Pink Iris Exotic,Iris ~ Exotic ~ Late Summer,1,1,30,2,16,,
Pink Iris Hybrid,Iris ~ Hybrid ~ Late Summer,1,1,30,2,17,,
Pink Iris Wild,Iris ~ Wild ~ Late Summer,1,1,30,2,18,,
Pink Lilac Exotic,Lilac ~ Exotic ~ Late Summer,1,1,30,2,19,,
Pink Lilac Hybrid,Lilac ~ Hybrid ~ Late Summer,1,1,30,2,20,,
Pink Lilac Wild,Lilac ~ Wild ~ Late Summer,1,0,30,2,21,,
Pink Lupine Exotic,Lupine ~ Exotic ~ Late Summer,1,1,30,2,22,,
Pink Lupine Hybrid,Lupine ~ Hybrid ~ Late Summer,1,0,30,2,23,,
Pink Lupine Wild,Lupine ~ Wild ~ Late Summer,1,0,30,2,24,,
Pink Poppy Exotic,Poppy ~ Exotic ~ Late Summer,1,1,30,2,25,,
Pink Poppy Hybrid,Poppy ~ Hybrid ~ Late Summer,1,0,30,2,26,,
Pink Poppy Wild,Poppy ~ Wild ~ Late Summer,1,1,30,2,27,,
Pink Tulip Exotic,Tulip ~ Exotic ~ Late Summer,1,0,30,2,28,,
Pink Tulip Hybrid,Tulip ~ Hybrid ~ Late Summer,1,1,30,2,29,,
Pink Tulip Wild,Tulip ~ Wild ~ Late Summer,1,0,30,2,30,,
Purple Aster Exotic,Aster ~ Exotic ~ Early Fall,1,1,31,2,1,,
Purple Aster Hybrid,Aster ~ Hybrid ~ Early Fall,1,1,31,2,2,,
Purple Aster Wild,Aster ~ Wild ~ Early Fall,1,1,31,2,3,,
Purple Azalea Exotic,Azalea ~ Exotic ~ Early Fall,1,1,31,2,4,,
Purple Azalea Hybrid,Azalea ~ Hybrid ~ Early Fall,1,1,31,2,5,,
Purple Azalea Wild,Azalea ~ Wild ~ Early Fall,1,1,31,2,6,,
Purple Beebalm Exotic,Beebalm ~ Exotic ~ Early Fall,1,1,31,2,7,,
Purple Beebalm Hybrid,Beebalm ~ Hybrid ~ Early Fall,1,1,31,2,8,,
Purple Beebalm Wild,Beebalm ~ Wild ~ Early Fall,1,1,31,2,9,,
Purple Coneflower Exotic,Coneflower ~ Exotic ~ Early Fall,1,0,31,2,10,,
Purple Coneflower Hybrid,Coneflower ~ Hybrid ~ Early Fall,1,1,31,2,11,,
Purple Coneflower Wild,Coneflower ~ Wild ~ Early Fall,1,1,31,2,12,,
Purple Dahlia Exotic,Dahlia ~ Exotic ~ Early Fall,1,0,31,2,13,,
Purple Dahlia Hybrid,Dahlia ~ Hybrid ~ Early Fall,1,1,31,2,14,,
Purple Dahlia Wild,Dahlia ~ Wild ~ Early Fall,1,1,31,2,15,,
Purple Iris Exotic,Iris ~ Exotic ~ Early Fall,1,0,31,2,16,,
Purple Iris Hybrid,Iris ~ Hybrid ~ Early Fall,1,1,31,2,17,,
Purple Iris Wild,Iris ~ Wild ~ Early Fall,1,1,31,2,18,,
Purple Lilac Exotic,Lilac ~ Exotic ~ Early Fall,1,1,31,2,19,,
Purple Lilac Hybrid,Lilac ~ Hybrid ~ Early Fall,1,1,31,2,20,,
Purple Lilac Wild,Lilac ~ Wild ~ Early Fall,1,1,31,2,21,,
Purple Lupine Exotic,Lupine ~ Exotic ~ Early Fall,1,1,31,2,22,,
Purple Lupine Hybrid,Lupine ~ Hybrid ~ Early Fall,1,1,31,2,23,,
Purple Lupine Wild,Lupine ~ Wild ~ Early Fall,1,1,31,2,24,,
Purple Poppy Exotic,Poppy ~ Exotic ~ Early Fall,1,0,31,2,25,,
Purple Poppy Hybrid,Poppy ~ Hybrid ~ Early Fall,1,1,31,2,26,,
Purple Poppy Wild,Poppy ~ Wild ~ Early Fall,1,1,31,2,27,,
Purple Tulip Exotic,Tulip ~ Exotic ~ Early Fall,1,0,31,2,28,,
Purple Tulip Hybrid,Tulip ~ Hybrid ~ Early Fall,1,1,31,2,29,,
Purple Tulip Wild,Tulip ~ Wild ~ Early Fall,1,1,31,2,30,,
Red Aster Exotic,Aster ~ Exotic ~ Fall,1,1,32,2,1,,
Red Aster Hybrid,Aster ~ Hybrid ~ Fall,1,1,32,2,2,,
Red Aster Wild,Aster ~ Wild ~ Fall,1,1,32,2,3,,
Red Azalea Exotic,Azalea ~ Exotic ~ Fall,1,1,32,2,4,,
Red Azalea Hybrid,Azalea ~ Hybrid ~ Fall,1,1,32,2,5,,
Red Azalea Wild,Azalea ~ Wild ~ Fall,1,1,32,2,6,,
Red Beebalm Exotic,Beebalm ~ Exotic ~ Fall,1,1,32,2,7,,
Red Beebalm Hybrid,Beebalm ~ Hybrid ~ Fall,1,1,32,2,8,,
Red Beebalm Wild,Beebalm ~ Wild ~ Fall,1,1,32,2,9,,
Red Coneflower Exotic,Coneflower ~ Exotic ~ Fall,1,1,32,2,10,,
Red Coneflower Hybrid,Coneflower ~ Hybrid ~ Fall,1,1,32,2,11,,
Red Coneflower Wild,Coneflower ~ Wild ~ Fall,1,1,32,2,12,,
Red Dahlia Exotic,Dahlia ~ Exotic ~ Fall,1,1,32,2,13,,
Red Dahlia Hybrid,Dahlia ~ Hybrid ~ Fall,1,1,32,2,14,,
Red Dahlia Wild,Dahlia ~ Wild ~ Fall,1,1,32,2,15,,
Red Iris Exotic,Iris ~ Exotic ~ Fall,1,0,32,2,16,,
Red Iris Hybrid,Iris ~ Hybrid ~ Fall,1,1,32,2,17,,
Red Iris Wild,Iris ~ Wild ~ Fall,1,1,32,2,18,,
Red Lilac Exotic,Lilac ~ Exotic ~ Fall,1,1,32,2,19,,
Red Lilac Hybrid,Lilac ~ Hybrid ~ Fall,1,1,32,2,20,,
Red Lilac Wild,Lilac ~ Wild ~ Fall,1,1,32,2,21,,
Red Lupine Exotic,Lupine ~ Exotic ~ Fall,1,1,32,2,22,,
Red Lupine Hybrid,Lupine ~ Hybrid ~ Fall,1,0,32,2,23,,
Red Lupine Wild,Lupine ~ Wild ~ Fall,1,1,32,2,24,,
Red Poppy Exotic,Poppy ~ Exotic ~ Fall,1,1,32,2,25,,
Red Poppy Hybrid,Poppy ~ Hybrid ~ Fall,1,1,32,2,26,,
Red Poppy Wild,Poppy ~ Wild ~ Fall,1,1,32,2,27,,
Red Tulip Exotic,Tulip ~ Exotic ~ Fall,1,1,32,2,28,,
Red Tulip Hybrid,Tulip ~ Hybrid ~ Fall,1,1,32,2,29,,
Red Tulip Wild,Tulip ~ Wild ~ Fall,1,1,32,2,30,,
White Aster Exotic,Aster ~ Exotic ~ Late Fall,1,0,33,2,1,,
White Aster Hybrid,Aster ~ Hybrid ~ Late Fall,1,0,33,2,2,,
White Aster Wild,Aster ~ Wild ~ Late Fall,1,0,33,2,3,,
White Azalea Exotic,Azalea ~ Exotic ~ Late Fall,1,0,33,2,4,,
White Azalea Hybrid,Azalea ~ Hybrid ~ Late Fall,1,0,33,2,5,,
White Azalea Wild,Azalea ~ Wild ~ Late Fall,1,0,33,2,6,,
White Beebalm Exotic,Beebalm ~ Exotic ~ Late Fall,1,0,33,2,7,,
White Beebalm Hybrid,Beebalm ~ Hybrid ~ Late Fall,1,0,33,2,8,,
White Beebalm Wild,Beebalm ~ Wild ~ Late Fall,1,0,33,2,9,,
White Coneflower Exotic,Coneflower ~ Exotic ~ Late Fall,1,1,33,2,10,,
White Coneflower Hybrid,Coneflower ~ Hybrid ~ Late Fall,1,1,33,2,11,,
White Coneflower Wild,Coneflower ~ Wild ~ Late Fall,1,1,33,2,12,,
White Dahlia Exotic,Dahlia ~ Exotic ~ Late Fall,1,0,33,2,13,,
White Dahlia Hybrid,Dahlia ~ Hybrid ~ Late Fall,1,0,33,2,14,,
White Dahlia Wild,Dahlia ~ Wild ~ Late Fall,1,1,33,2,15,,
White Iris Exotic,Iris ~ Exotic ~ Late Fall,1,0,33,2,16,,
White Iris Hybrid,Iris ~ Hybrid ~ Late Fall,1,1,33,2,17,,
White Iris Wild,Iris ~ Wild ~ Late Fall,1,0,33,2,18,,
White Lilac Exotic,Lilac ~ Exotic ~ Late Fall,1,0,33,2,19,,
White Lilac Hybrid,Lilac ~ Hybrid ~ Late Fall,1,0,33,2,20,,
White Lilac Wild,Lilac ~ Wild ~ Late Fall,1,0,33,2,21,,
White Lupine Exotic,Lupine ~ Exotic ~ Late Fall,1,0,33,2,22,,
White Lupine Hybrid,Lupine ~ Hybrid ~ Late Fall,1,0,33,2,23,,
White Lupine Wild,Lupine ~ Wild ~ Late Fall,1,0,33,2,24,,
White Poppy Exotic,Poppy ~ Exotic ~ Late Fall,1,1,33,2,25,,
White Poppy Hybrid,Poppy ~ Hybrid ~ Late Fall,1,0,33,2,26,,
White Poppy Wild,Poppy ~ Wild ~ Late Fall,1,0,33,2,27,,
White Tulip Exotic,Tulip ~ Exotic ~ Late Fall,1,0,33,2,28,,
White Tulip Hybrid,Tulip ~ Hybrid ~ Late Fall,1,1,33,2,29,,
White Tulip Wild,Tulip ~ Wild ~ Late Fall,1,1,33,2,30,,
Yellow Aster Exotic,Aster ~ Exotic ~ Early Winter,1,0,34,2,1,,
Yellow Aster Hybrid,Aster ~ Hybrid ~ Early Winter,1,0,34,2,2,,
Yellow Aster Wild,Aster ~ Wild ~ Early Winter,1,0,34,2,3,,
Yellow Azalea Exotic,Azalea ~ Exotic ~ Early Winter,1,0,34,2,4,,
Yellow Azalea Hybrid,Azalea ~ Hybrid ~ Early Winter,1,0,34,2,5,,
Yellow Azalea Wild,Azalea ~ Wild ~ Early Winter,1,0,34,2,6,,
Yellow Beebalm Exotic,Beebalm ~ Exotic ~ Early Winter,1,0,34,2,7,,
Yellow Beebalm Hybrid,Beebalm ~ Hybrid ~ Early Winter,1,0,34,2,8,,
Yellow Beebalm Wild,Beebalm ~ Wild ~ Early Winter,1,0,34,2,9,,
Yellow Coneflower Exotic,Coneflower ~ Exotic ~ Early Winter,1,0,34,2,10,,
Yellow Coneflower Hybrid,Coneflower ~ Hybrid ~ Early Winter,1,1,34,2,11,,
Yellow Coneflower Wild,Coneflower ~ Wild ~ Early Winter,1,1,34,2,12,,
Yellow Dahlia Exotic,Dahlia ~ Exotic ~ Early Winter,1,1,34,2,13,,
Yellow Dahlia Hybrid,Dahlia ~ Hybrid ~ Early Winter,1,1,34,2,14,,
Yellow Dahlia Wild,Dahlia ~ Wild ~ Early Winter,1,1,34,2,15,,
Yellow Iris Exotic,Iris ~ Exotic ~ Early Winter,1,1,34,2,16,,
Yellow Iris Hybrid,Iris ~ Hybrid ~ Early Winter,1,1,34,2,17,,
Yellow Iris Wild,Iris ~ Wild ~ Early Winter,1,1,34,2,18,,
Yellow Lilac Exotic,Lilac ~ Exotic ~ Early Winter,1,0,34,2,19,,
Yellow Lilac Hybrid,Lilac ~ Hybrid ~ Early Winter,1,0,34,2,20,,
Yellow Lilac Wild,Lilac ~ Wild ~ Early Winter,1,0,34,2,21,,
Yellow Lupine Exotic,Lupine ~ Exotic ~ Early Winter,1,0,34,2,22,,
Yellow Lupine Hybrid,Lupine ~ Hybrid ~ Early Winter,1,0,34,2,23,,
Yellow Lupine Wild,Lupine ~ Wild ~ Early Winter,1,0,34,2,24,,
Yellow Poppy Exotic,Poppy ~ Exotic ~ Early Winter,1,0,34,2,25,,
Yellow Poppy Hybrid,Poppy ~ Hybrid ~ Early Winter,1,1,34,2,26,,
Yellow Poppy Wild,Poppy ~ Wild ~ Early Winter,1,1,34,2,27,,
Yellow Tulip Exotic,Tulip ~ Exotic ~ Early Winter,1,0,34,2,28,,
Yellow Tulip Hybrid,Tulip ~ Hybrid ~ Early Winter,1,1,34,2,29,,
Yellow Tulip Wild,Tulip ~ Wild ~ Early Winter,1,1,34,2,30,,
Is There No Escape? ,,1,1,36,3,1,,
The Queen's Plan ,,1,0,36,3,2,,
Family Reunion ,,1,0,36,3,3,,
End To Torment ,,1,0,36,3,4,,
Divided by Death ,,1,0,36,3,5,,
Night and Darkness ,,1,0,36,3,6,,
Chthonic Colleagues ,,1,1,36,3,7,,
Musician and Muse ,,1,0,36,3,8,,
The Reluctant Musician ,,1,1,36,3,9,,
War-God's Bloodlust ,,1,0,36,3,10,,
Infernal Arms ,,1,1,36,3,11,,
A Violent Past ,,1,0,36,3,12,,
Close at Heart ,,1,0,36,3,13,,
Slashed Benefits ,,1,0,36,3,14,,
Dark Reflections ,,1,0,36,3,15,,
Harsh Conditions ,,1,0,36,3,16,,
A Simple Job ,,1,1,36,3,17,,
The Useless Trinket ,,1,0,36,3,18,,
Distant Relatives,,1,1,36,3,19,,
Eternal Rest,,1,0,36,3,20,,
Sea-God's Spite,,1,0,36,3,21,,
Master of Arms,,1,0,36,3,22,,
Chthonic Knowledge,,1,1,36,3,23,,
Denizens of the Deep,,1,0,36,3,24,,
The Gift of Song,,1,0,36,3,25,,
A Place of Revelry,,1,0,36,3,26,,
Amusing Chaos,,1,0,36,3,27,,
A Friendly Wager,,1,0,36,3,28,,
Goddess of Wisdom,,1,0,36,3,29,,
God of the Heavens,,1,0,36,3,30,,
God of the Sea,,1,0,36,3,31,,
Goddess of Love,,1,0,36,3,32,,
God of War,,1,0,36,3,33,,
Goddess of the Hunt,,1,0,36,3,34,,
God of Wine,,1,0,36,3,35,,
God of Swiftness,,1,0,36,3,36,,
Goddess of the Seasons,,1,0,36,3,37,,
Power Without Equal,,1,0,36,3,38,,
Divine Pairings,,1,0,36,3,39,,
Primordial Boons,,1,0,36,3,40,,
Primordial Banes,,1,0,36,3,41,,
The Stygian Blade,,1,0,36,3,42,,
The Holy Liege,,1,0,36,3,43,,
The Fated Saint of War,,1,0,36,3,44,,
The Preserver's Avatar,,1,0,36,3,45,,
The Dragon's Rival,,1,0,36,3,46,,
The God-like King,,1,0,36,3,47,,
The Dawn Bringer,,1,0,36,3,48,,
The Heart-Seeking Bow,,1,0,36,3,49,,
The Shield of Chaos,,1,0,36,3,50,,
The Eternal Spear,,1,0,36,3,51,,
The Twin Fists,,1,0,36,3,52,,
The Adamant Rail,,1,0,36,3,53,,
Wanton Ransacking,,1,0,36,3,54,,
Customer Loyalty,,1,0,36,3,55,,
Aphrodite's Aid,,1,1,37,3,1,,
Blown Kiss,,1,0,37,3,2,,
Broken Resolve,,1,0,37,3,3,,
Crush Shot,,1,1,37,3,4,,
Different League,,1,1,37,3,5,,
Dying Lament,,1,1,37,3,6,,
Empty Inside,,1,0,37,3,7,,
Heartbreak Flourish,,1,1,37,3,8,,
Heartbreak Strike,,1,1,37,3,9,,
Life Affirmation,,1,1,37,3,10,,
Passion Dash,,1,1,37,3,11,,
Sweet Surrender,,1,0,37,3,12,,
Unhealthy Fixation,,1,0,37,3,13,,
Wave of Despair,,1,1,37,3,14,,
Ares's Aid,,1,1,38,3,1,,
Battle Rage,,1,1,38,3,2,,
Black Metal,,1,0,38,3,3,,
Blade Dash,,1,1,38,3,4,,
Blood Frenzy,,1,1,38,3,5,,
Curse of Agony,,1,1,38,3,6,,
Curse of Pain,,1,1,38,3,7,,
Curse of Vengeance,,1,1,38,3,8,,
Dire Misfortune,,1,1,38,3,9,,
Englufing Vortex,,1,1,38,3,10,,
Impending Doom,,1,0,38,3,11,,
Slicing Shot,,1,1,38,3,12,,
Urge to Kill,,1,1,38,3,13,,
Vicious Cycle,,1,0,38,3,14,,
Atremis' Aid,,1,0,39,3,1,,
Clean Kill,,1,0,39,3,2,,
Deadly Flourish,,1,1,39,3,3,,
Deadly Strike,,1,1,39,3,4,,
Exit Wounds,,1,1,39,3,5,,
Fully Loaded,,1,0,39,3,6,,
Hide Breaker,,1,0,39,3,7,,
Hunter Dash,,1,1,39,3,8,,
Hunter Instinct,,1,0,39,3,9,,
Hunter's Mark,,1,1,39,3,10,,
Pressure Points,,1,1,39,3,11,,
Support Fire,,1,0,39,3,12,,
True Shot,,1,1,39,3,13,,
Athena's Aid,,1,1,40,3,1,,
Blinding Flash,,1,1,40,3,2,,
Brilliant Riposte,,1,0,40,3,3,,
Bronze Skin,,1,1,40,3,4,,
Divine Dash,,1,1,40,3,5,,
Divine Flourish,,1,0,40,3,6,,
Divine Protection,,1,0,40,3,7,,
Divine Strike,,1,1,40,3,8,,
Holy Shield,,1,1,40,3,9,,
Phalanx Shot,,1,1,40,3,10,,
Proud Bearing,,1,1,40,3,11,,
Sure Footing,,1,1,40,3,12,,
Arctic Blast,,1,1,41,3,1,,
Crystal Beam,,1,1,41,3,2,,
Demeter's Aid,,1,1,41,3,3,,
Frost Flourish,,1,1,41,3,4,,
Frost Strike,,1,1,41,3,5,,
Frozen Touch,,1,1,41,3,6,,
Glacial Glare,,1,0,41,3,7,,
Killing Freeze,,1,1,41,3,8,,
Mistral Dash,,1,1,41,3,9,,
Ravenous Will,,1,1,41,3,10,,
Snow Burst,,1,1,41,3,11,,
Winter Harvest,,1,0,41,3,12,,
After Party,,1,1,42,3,1,,
Bad Influence,,1,1,42,3,2,,
Black Out,,1,0,42,3,3,,
Dionysus' Aid,,1,1,42,3,4,,
Drunken Dash,,1,1,42,3,5,,
Drunken Flourish,,1,1,42,3,6,,
Drunken Strike,,1,1,42,3,7,,
High Tolerance,,1,0,42,3,8,,
Numbing Sensation,,1,1,42,3,9,,
Peer Pressure,,1,0,42,3,10,,
Positive Outlook,,1,1,42,3,11,,
Premium Vintage,,1,1,42,3,12,,
Strong Drink,,1,1,42,3,13,,
Trippy Shot,,1,1,42,3,14,,
Bad News,,1,0,43,3,1,,
Flurry Cast,,1,1,43,3,2,,
Greater Evasion,,1,1,43,3,3,,
Greater Haste,,1,1,43,3,4,,
Greater Recall,,1,0,43,3,5,,
Greatest Reflex,,1,1,43,3,6,,
Hyper Sprint,,1,1,43,3,7,,
Quick Favor,,1,1,43,3,8,,
Quick Recovery,,1,1,43,3,9,,
Quick Reload,,1,1,43,3,10,,
Rush Delivery,,1,0,43,3,11,,
Second Wind,,1,0,43,3,12,,
Side Hustle,,1,1,43,3,13,,
Swift Flourish,,1,0,43,3,14,,
Swift Strike,,1,1,43,3,15,,
Boiling Point,,1,1,44,3,1,,
Breaking Wave,,1,0,44,3,2,,
Flood Shot,,1,1,44,3,3,,
Huge Catch,,1,1,44,3,4,,
Hydraulic Might,,1,1,44,3,5,,
Ocean's Bounty,,1,1,44,3,6,,
Poseidon's Aid,,1,1,44,3,7,,
Razor Shoals,,1,1,44,3,8,,
Rip Current,,1,0,44,3,9,,
Second Wave,,1,0,44,3,10,,
Tempest Flourish,,1,1,44,3,11,,
Tempest Strike,,1,1,44,3,12,,
Tidal Dash,,1,1,44,3,13,,
Typhoon's Fury,,1,1,44,3,14,,
Wave Pounding,,1,0,44,3,15,,
Billowing Strength,,1,0,45,3,1,,
Clouded Judgement,,1,0,45,3,2,,
Double Strike,,1,0,45,3,3,,
Electric Shot,,1,1,45,3,4,,
Heaven's Vengeance,,1,1,45,3,5,,
High Voltage,,1,1,45,3,6,,
Lightning Reflexes,,1,1,45,3,7,,
Lightning Strike,,1,1,45,3,8,,
Splitting Bolt,,1,0,45,3,9,,
Static Discharge,,1,1,45,3,10,,
Storm Lightning,,1,1,45,3,11,,
Thunder Dash,,1,1,45,3,12,,
Thunder Flourish,,1,1,45,3,13,,
Zeus' Aid,,1,1,45,3,14,,
Abyssal Favor,,1,0,46,3,1,,
Abyssal Flourish,,1,1,46,3,2,,
Abyssal Strike,,1,1,46,3,3,,
Addled Grasp,,1,0,46,3,4,,
Caustic Ambush,,1,0,46,3,5,,
Defiance,,1,0,46,3,6,,
Enshrouded Eclipse,,1,1,46,3,7,,
Enshrouded Favor,,1,1,46,3,8,,
Enshrouded Grasp,,1,1,46,3,9,,
Flayed Affluence,,1,0,46,3,10,,
Halting Flourish,,1,1,46,3,11,,
Maimed Soul,,1,0,46,3,12,,
Maimed Strike,,1,0,46,3,13,,
Named Ambush,,1,0,46,3,14,,
Pauper's Soul,,1,1,46,3,15,,
Roiling Eclipse,,1,1,46,3,16,,
Roiling Flourish,,1,1,46,3,17,,
Slippery Ambush,,1,1,46,3,18,,
Slippery Eclipse,,1,1,46,3,19,,
Slippery Flourish,,1,0,46,3,20,,
Slippery Shot,,1,0,46,3,21,,
Curse of Longing (Aphrodite & Ares),,1,0,47,3,1,,
Heart Rend (Aphrodite & Artemis),,1,0,47,3,2,,
Parting Shot (Aphrodite & Athena),,1,0,47,3,3,,
Cold Embrace (Aphrodite & Demeter),,1,1,47,3,4,,
Low Tolerance (Aphrodite & Dionysus),,1,1,47,3,5,,
Sweet Nectar (Aphrodite & Poseidon),,1,0,47,3,6,,
Smoldering Air (Aphrodite & Zeus),,1,0,47,3,7,,
Hunting Blades (Ares & Artemis),,1,0,47,3,8,,
Merciful End (Ares & Athena),,1,0,47,3,9,,
Freezing Vortex (Ares & Demeter),,1,0,47,3,10,,
Curse of Nausea (Ares & Dionysus),,1,1,47,3,11,,
Curse of Drowning (Ares & Poseidon),,1,0,47,3,12,,
Vengeful Mood (Ares & Zeus),,1,1,47,3,13,,
Deadly Reversal (Artemis & Athena),,1,0,47,3,14,,
Crystal Clarity (Artemis & Demeter),,1,0,47,3,15,,
Splitting Headache (Artemis & Dionysus),,1,0,47,3,16,,
Mirage Shot (Artemis & Poseidon),,1,0,47,3,17,,
Lightning Rod (Artemis & Zeus),,1,1,47,3,18,,
Stubborn Roots (Athena & Demeter),,1,0,47,3,19,,
Calculated Risk (Athena & Dionysus),,1,0,47,3,20,,
Unshakable Mettle (Athena & Poseidon),,1,0,47,3,21,,
Lightning Phalanx (Athena & Zeus),,1,0,47,3,22,,
Ice Wine (Demeter & Dionysus),,1,0,47,3,23,,
Blizzard Shot (Demeter & Poseidon),,1,0,47,3,24,,
Cold Fusion (Demeter & Zeus),,1,0,47,3,25,,
Exclusive Access (Dionysus & Poseidon),,1,0,47,3,26,,
Scintillating Feast (Dionysus & Zeus),,1,0,47,3,27,,
Sea Storm (Poseidon & Zeus),,1,0,47,3,28,,
Shadow Presence,,1,0,48,3,1,,
Fiery Presence,,1,0,48,3,2,,
Chthonic Vitality,,1,0,48,3,3,,
Dark Regeneration,,1,0,48,3,4,,
Death Defiance,,1,0,48,3,5,,
Stubborn Defiance,,1,0,48,3,6,,
Greater Reflex,,1,0,48,3,7,,
Ruthless Reflex,,1,0,48,3,8,,
Boiling Blood,,1,0,48,3,9,,
Abyssal Blood,,1,0,48,3,10,,
Infernal Soul,,1,0,48,3,11,,
Stygian Soul,,1,0,48,3,12,,
Deep Pockets,,1,0,48,3,13,,
Golden Touch,,1,0,48,3,14,,
Thick Skin,,1,0,48,3,15,,
High Confidence,,1,0,48,3,16,,
Privileged Status,,1,0,48,3,17,,
Family Favorite,,1,0,48,3,18,,
Olympian Favor,,1,0,48,3,19,,
Dark Foresight,,1,0,48,3,20,,
God's Pride,,1,0,48,3,21,,
God's Legacy,,1,0,48,3,22,,
Fated Authority,,1,0,48,3,23,,
Fated Persuasion,,1,0,48,3,24,,
Old Spiked Collar (Cerberus),,3,2,49,3,1,,
Myrmidon Bracer (Achilles),,3,2,49,3,2,,
Black Shawl (Nyx),,3,2,49,3,3,,
Pierced Butterfly (Thanatos),,3,1,49,3,4,,
Bone Hourglass (Charon),,3,1,49,3,5,,
Chthonic Coin Purse (Hypnos),,3,2,49,3,6,,
Skull Earring (Megaera),,3,1,49,3,7,,
Distant Memory (Orpheus),,3,1,49,3,8,,
Harpy Feather Duster (Dusa),,3,2,49,3,9,,
Lucky Tooth (Skelly),,3,3,49,3,10,,
